"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000278803",-2.2548192698226,-0.996533038806144,-5.74629279343721,5.72996041213896e-07,0.00626432540733282,3.99342085665275
"ENSG00000285578",-2.72676258790564,-0.96511211546061,-5.72535241953062,6.16931791149578e-07,0.00626432540733282,4.06435158149917
"ENSG00000285474",-2.22264333528258,-0.445626482422852,-4.73961486566252,1.87528893301431e-05,0.0825398671900094,2.00568768974869
"ENSG00000122025",-1.47904767133198,1.16664823558339,-4.62212768812522,2.78532508373472e-05,0.0825398671900094,2.2375857328747
"ENSG00000230624",-0.859890429754542,3.58057404472806,-4.59904281741637,3.00936380664223e-05,0.0825398671900094,2.32752434797374
"ENSG00000288087",-1.07502053480783,0.310190842511369,-4.58121783757991,3.19433864677653e-05,0.0825398671900094,1.84936909233708
"ENSG00000250846",-1.84958521928256,-0.226282537899602,-4.56754394034784,3.34373638651084e-05,0.0825398671900094,1.67252397254536
"ENSG00000229017",-1.20046915214162,-0.0717825977485966,-4.54460538325058,3.60985220610412e-05,0.0825398671900094,1.62233359375378
"ENSG00000165695",-1.23220034278795,0.246590365829065,-4.52910451648309,3.80129869165641e-05,0.0825398671900094,1.70236869744662
"ENSG00000162980",0.658348207745231,4.90420131272404,4.50900358880056,4.06440157524174e-05,0.0825398671900094,2.06475131974173
"ENSG00000008118",-1.08286331358342,3.6119841204689,-4.38367285493316,6.15481876390003e-05,0.111964498229117,1.68929097941155
"ENSG00000234473",-1.38536156654679,0.469774564458539,-4.36172295836443,6.61598374408806e-05,0.111964498229117,1.36333456973541
"ENSG00000287908",-2.14635196669405,-0.554509681854235,-4.19312297972011,0.000114731689172557,0.140992269699435,0.580578140235713
"ENSG00000226384",-2.15876336999524,0.246579245451783,-4.18074680956973,0.000119424520955761,0.140992269699435,0.862655437860456
"ENSG00000279954",-0.897525835101703,0.680139024918221,-4.17456091930547,0.000121839480530573,0.140992269699435,0.857937274662692
"ENSG00000230910",-1.11553175765039,3.72759027562169,-4.17311934695543,0.000122409046353766,0.140992269699435,1.07424036268831
"ENSG00000254363",-1.30885428667162,0.953644164288621,-4.15141476100879,0.000131303594006372,0.140992269699435,0.891028850674396
"ENSG00000092094",-0.83546537349341,3.91349167015596,-4.12816221473063,0.000141528338692673,0.140992269699435,0.944291782329408
"ENSG00000287583",-1.41949525618871,0.493441277058546,-4.12076447358261,0.000144940370954327,0.140992269699435,0.737210081777651
"ENSG00000277361",-1.05388776209546,0.0382239992366781,-4.10616500666632,0.000151909738283066,0.140992269699435,0.533293511750561
"ENSG00000129484",-0.905506946687506,2.49826059913474,-4.09904249805998,0.000155426732403939,0.140992269699435,0.84555159385783
"ENSG00000251595",-1.29535570275908,1.88062755369138,-4.09841287025001,0.000155741405132068,0.140992269699435,0.828332805992066
"ENSG00000185272",-1.15993049571206,0.694132775532901,-4.09063091459871,0.000159682007242811,0.140992269699435,0.677734588788696
"ENSG00000117625",-0.82334391267316,4.62624653186818,-4.03935844362171,0.000188168778656448,0.141655128419122,0.686478008825555
"ENSG00000255104",-1.69457333775444,0.744866394390853,-4.03044716652044,0.000193598063944809,0.141655128419122,0.550912139960447
"ENSG00000124588",-0.723903030228169,2.57113008518493,-4.00586146127842,0.000209375325926467,0.141655128419122,0.584579868739684
"ENSG00000008086",-0.992011638434827,7.11877094165713,-3.99220084177612,0.000218672190169986,0.141655128419122,0.54695236857043
"ENSG00000204386",1.37372753660632,1.84316353259719,3.98753819794783,0.000221935868189545,0.141655128419122,0.323104842367653
"ENSG00000121900",1.03682668708685,3.37199922108104,3.98063371924031,0.000226855439005752,0.141655128419122,0.502104344412812
"ENSG00000258561",-1.10595994286282,1.11411078955506,-3.97900291433026,0.000228032724053371,0.141655128419122,0.435446687964402
"ENSG00000165973",-1.12456004278905,3.48337298494173,-3.97529517143208,0.000230731387819846,0.141655128419122,0.508188298695694
"ENSG00000108960",0.490061516563827,3.97005593942026,3.97395016991559,0.000231717953804788,0.141655128419122,0.504351435272159
"ENSG00000149474",-2.44567969460974,-1.07089375473582,-3.96957969202391,0.000234951964475218,0.141655128419122,-0.140592726589027
"ENSG00000162543",-0.83838158058681,2.93085081088966,-3.95735263182191,0.000244233103061577,0.141655128419122,0.456603503430284
"ENSG00000143369",-0.65135086959873,3.20254015087542,-3.94584969454465,0.000253287436530733,0.141655128419122,0.425499732538205
"ENSG00000154978",0.649655024925561,5.75616752651736,3.9402271977072,0.000257830275232368,0.141655128419122,0.401758191416969
"ENSG00000115207",-0.380695769943129,4.58731004933271,-3.93427323785793,0.000262726721870584,0.141655128419122,0.388206264179714
"ENSG00000020577",1.2599255927623,7.01914859110932,3.93147032485835,0.000265062777227035,0.141655128419122,0.373451590164747
"ENSG00000112139",0.811712999394512,4.89375814775017,3.91047916761904,0.000283206641170847,0.144522458509629,0.324209600449477
"ENSG00000248672",-2.20416732178703,-1.56538887844957,-3.90885309222185,0.000284661135532064,0.144522458509629,-0.714826577155983
"ENSG00000175416",0.925050466870677,4.93302919379263,3.88334241499008,0.000308446073680079,0.151320038576774,0.248326226611217
"ENSG00000240244",-1.18079588500274,1.426062846413,-3.86672482826349,0.000324958845949893,0.151320038576774,0.171185065683405
